Price,open,high,low,close,volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
timestamp,,,,,
2025-08-15 13:30:00+00:00,233.72999572753906,234.22140502929688,233.02000427246094,233.6699981689453,5771028
2025-08-15 13:35:00+00:00,233.6999969482422,233.7899932861328,232.9425048828125,233.22000122070312,691462
2025-08-15 13:40:00+00:00,233.25,233.35000610351562,232.80999755859375,232.86000061035156,431094
2025-08-15 13:45:00+00:00,232.8300018310547,233.0800018310547,232.10000610351562,232.16000366210938,759132
2025-08-15 13:50:00+00:00,232.16990661621094,232.52999877929688,232.0500030517578,232.4199981689453,492599
2025-08-15 13:55:00+00:00,232.4199981689453,232.4600067138672,231.8000030517578,232.05999755859375,484437
2025-08-15 14:00:00+00:00,232.0,232.35000610351562,231.5500946044922,232.30999755859375,669846
2025-08-15 14:05:00+00:00,232.27000427246094,232.35960388183594,231.61599731445312,232.18099975585938,547819
2025-08-15 14:10:00+00:00,232.19500732421875,232.41659545898438,232.06500244140625,232.25,419069
2025-08-15 14:15:00+00:00,232.27000427246094,232.68499755859375,232.27000427246094,232.35000610351562,556063
2025-08-15 14:20:00+00:00,232.37989807128906,232.50999450683594,232.05999755859375,232.4199981689453,410545
2025-08-15 14:25:00+00:00,232.42999267578125,232.66000366210938,232.1699981689453,232.1699981689453,370188
2025-08-15 14:30:00+00:00,232.16140747070312,232.2899932861328,231.8300018310547,231.92999267578125,383833
2025-08-15 14:35:00+00:00,231.92999267578125,232.16000366210938,231.8000030517578,231.80999755859375,349894
2025-08-15 14:40:00+00:00,231.82000732421875,231.85499572753906,231.43099975585938,231.66000366210938,458087
2025-08-15 14:45:00+00:00,231.66000366210938,231.66000366210938,231.13999938964844,231.1649932861328,492999
2025-08-15 14:50:00+00:00,231.1649932861328,231.30999755859375,230.91000366210938,231.25,511959
2025-08-15 14:55:00+00:00,231.2449951171875,231.25990295410156,230.75,230.8699951171875,477926
2025-08-15 15:00:00+00:00,230.8699951171875,231.23179626464844,230.6649932861328,230.97000122070312,506795
2025-08-15 15:05:00+00:00,230.9499969482422,230.9499969482422,230.47000122070312,230.7200927734375,611627
2025-08-15 15:10:00+00:00,230.72250366210938,231.38999938964844,230.72250366210938,231.35000610351562,544487
2025-08-15 15:15:00+00:00,231.36000061035156,231.41000366210938,231.17999267578125,231.32000732421875,372895
2025-08-15 15:20:00+00:00,231.33999633789062,231.55499267578125,231.1300048828125,231.16000366210938,342817
2025-08-15 15:25:00+00:00,231.16000366210938,231.3300018310547,231.0312042236328,231.07000732421875,266105
2025-08-15 15:30:00+00:00,231.02000427246094,231.16000366210938,230.9700927734375,231.1199951171875,369400
2025-08-15 15:35:00+00:00,231.1300048828125,231.1699981689453,230.94000244140625,230.9550018310547,327330
2025-08-15 15:40:00+00:00,230.9499969482422,230.99130249023438,230.6300048828125,230.66000366210938,411422
2025-08-15 15:45:00+00:00,230.6699981689453,231.0699005126953,230.6197052001953,231.03140258789062,314365
2025-08-15 15:50:00+00:00,231.0399932861328,231.4550018310547,230.97000122070312,231.35569763183594,473320
2025-08-15 15:55:00+00:00,231.36000061035156,231.4499969482422,230.98939514160156,231.02000427246094,411194
2025-08-15 16:00:00+00:00,231.02000427246094,231.03500366210938,230.82000732421875,230.88999938964844,303438
2025-08-15 16:05:00+00:00,230.88999938964844,231.29840087890625,230.88999938964844,231.25999450683594,369287
2025-08-15 16:10:00+00:00,231.25999450683594,231.36000061035156,231.13999938964844,231.28489685058594,273385
2025-08-15 16:15:00+00:00,231.27999877929688,231.27999877929688,230.9949951171875,231.0800018310547,244389
2025-08-15 16:20:00+00:00,231.07009887695312,231.1300048828125,230.9199981689453,230.9470977783203,218334
2025-08-15 16:25:00+00:00,230.97999572753906,231.00999450683594,230.7301025390625,230.74000549316406,241417
2025-08-15 16:30:00+00:00,230.74420166015625,230.83999633789062,230.58999633789062,230.6750030517578,834126
2025-08-15 16:35:00+00:00,230.6750030517578,230.76629638671875,230.5500030517578,230.58999633789062,1116241
2025-08-15 16:40:00+00:00,230.5800018310547,230.67990112304688,230.47369384765625,230.5500030517578,241576
2025-08-15 16:45:00+00:00,230.55279541015625,230.75,230.55279541015625,230.75,230440
2025-08-15 16:50:00+00:00,230.75,230.86500549316406,230.7100067138672,230.80999755859375,265864
2025-08-15 16:55:00+00:00,230.80999755859375,231.0800018310547,230.6999969482422,230.91000366210938,309026
2025-08-15 17:00:00+00:00,230.91000366210938,231.22500610351562,230.87060546875,231.1199951171875,276235
2025-08-15 17:05:00+00:00,231.125,231.19500732421875,230.88999938964844,230.91000366210938,243183
2025-08-15 17:10:00+00:00,230.9049072265625,230.92999267578125,230.63999938964844,230.6999969482422,1667312
2025-08-15 17:15:00+00:00,230.7100067138672,230.7550048828125,230.49000549316406,230.5,284176
2025-08-15 17:20:00+00:00,230.50160217285156,230.5399932861328,230.25010681152344,230.47059631347656,398503
2025-08-15 17:25:00+00:00,230.47999572753906,230.65499877929688,230.22999572753906,230.57000732421875,271284
2025-08-15 17:30:00+00:00,230.55999755859375,230.7949981689453,230.55999755859375,230.7100067138672,378470
2025-08-15 17:35:00+00:00,230.72500610351562,230.75,230.5,230.72999572753906,289832
2025-08-15 17:40:00+00:00,230.72999572753906,230.82000732421875,230.5800018310547,230.5998992919922,222102
2025-08-15 17:45:00+00:00,230.61000061035156,230.6300048828125,230.49000549316406,230.5800018310547,189283
2025-08-15 17:50:00+00:00,230.56370544433594,230.67999267578125,230.5399932861328,230.61000061035156,138484
2025-08-15 17:55:00+00:00,230.60499572753906,230.91000366210938,230.60499572753906,230.88999938964844,297584
2025-08-15 18:00:00+00:00,230.88499450683594,230.97059631347656,229.36000061035156,230.4600067138672,1570208
2025-08-15 18:05:00+00:00,230.4470977783203,231.16000366210938,230.44000244140625,231.125,450557
2025-08-15 18:10:00+00:00,231.125,231.28990173339844,230.92999267578125,231.02000427246094,324879
2025-08-15 18:15:00+00:00,231.00999450683594,231.07000732421875,230.7100067138672,230.86000061035156,285871
2025-08-15 18:20:00+00:00,230.86990356445312,230.88499450683594,230.64999389648438,230.76499938964844,153790
2025-08-15 18:25:00+00:00,230.75,230.99000549316406,230.6300048828125,230.85000610351562,234612
2025-08-15 18:30:00+00:00,230.86000061035156,230.97999572753906,230.8000030517578,230.82000732421875,202459
2025-08-15 18:35:00+00:00,230.80999755859375,230.9199981689453,230.64999389648438,230.84500122070312,700334
2025-08-15 18:40:00+00:00,230.8697967529297,230.95899963378906,230.68499755859375,230.69000244140625,183089
2025-08-15 18:45:00+00:00,230.69000244140625,230.78500366210938,230.48500061035156,230.49000549316406,254530
2025-08-15 18:50:00+00:00,230.5,230.82000732421875,230.47999572753906,230.77499389648438,193686
2025-08-15 18:55:00+00:00,230.77000427246094,230.97000122070312,230.5800018310547,230.7696990966797,1513193
2025-08-15 19:00:00+00:00,230.77000427246094,230.8350067138672,230.5904998779297,230.80999755859375,205288
2025-08-15 19:05:00+00:00,230.80999755859375,231.17999267578125,230.74009704589844,231.14999389648438,339980
2025-08-15 19:10:00+00:00,231.1649932861328,231.36000061035156,231.10000610351562,231.35000610351562,272562
2025-08-15 19:15:00+00:00,231.33999633789062,231.4199981689453,231.10299682617188,231.21499633789062,333778
2025-08-15 19:20:00+00:00,231.2100067138672,231.38169860839844,231.1490020751953,231.25999450683594,235074
2025-08-15 19:25:00+00:00,231.28919982910156,231.5,231.22999572753906,231.36000061035156,1736781
2025-08-15 19:30:00+00:00,231.3699951171875,231.4199981689453,231.12350463867188,231.1999053955078,396827
2025-08-15 19:35:00+00:00,231.2050018310547,231.5399932861328,231.2050018310547,231.4571990966797,325326
2025-08-15 19:40:00+00:00,231.4600067138672,231.6999969482422,231.45469665527344,231.65499877929688,501494
2025-08-15 19:45:00+00:00,231.65499877929688,231.72999572753906,231.4600067138672,231.5200958251953,362862
2025-08-15 19:50:00+00:00,231.52999877929688,231.57000732421875,231.02000427246094,231.4445037841797,1180707
2025-08-15 19:55:00+00:00,231.42999267578125,231.77000427246094,231.30999755859375,231.64999389648438,1928880
2025-08-18 13:30:00+00:00,231.77999877929688,232.4600067138672,231.3699951171875,231.95309448242188,2327587
2025-08-18 13:35:00+00:00,231.93499755859375,232.1383056640625,231.33999633789062,232.04420471191406,531048
2025-08-18 13:40:00+00:00,232.0500030517578,232.2449951171875,231.44000244140625,232.0500030517578,550916
2025-08-18 13:45:00+00:00,232.0,232.72999572753906,231.8300018310547,232.27679443359375,586548
2025-08-18 13:50:00+00:00,232.25750732421875,232.36000061035156,231.89999389648438,231.99989318847656,571217
2025-08-18 13:55:00+00:00,231.99000549316406,232.49879455566406,231.9499969482422,232.35000610351562,544269
2025-08-18 14:00:00+00:00,232.35000610351562,233.0,232.14999389648438,232.82000732421875,791104
2025-08-18 14:05:00+00:00,232.8300018310547,233.1199951171875,232.4199981689453,232.4199981689453,522665
2025-08-18 14:10:00+00:00,232.41000366210938,232.41000366210938,231.50999450683594,231.5500030517578,815301
2025-08-18 14:15:00+00:00,231.5749969482422,231.67999267578125,231.07449340820312,231.13999938964844,716540
2025-08-18 14:20:00+00:00,231.13999938964844,231.72999572753906,231.02000427246094,231.6894989013672,737961
2025-08-18 14:25:00+00:00,231.68499755859375,231.7429962158203,230.61000061035156,230.66000366210938,653374
2025-08-18 14:30:00+00:00,230.6199951171875,231.14999389648438,230.3699951171875,231.0500946044922,557257
2025-08-18 14:35:00+00:00,231.0399932861328,231.0800018310547,230.5800018310547,230.625,437212
2025-08-18 14:40:00+00:00,230.625,230.8699951171875,230.5200958251953,230.72999572753906,469039
2025-08-18 14:45:00+00:00,230.72999572753906,230.9600067138672,230.5001983642578,230.80999755859375,520149
2025-08-18 14:50:00+00:00,230.82000732421875,230.9600067138672,230.63999938964844,230.87620544433594,346637
2025-08-18 14:55:00+00:00,230.88999938964844,230.91000366210938,230.5,230.50999450683594,434544
2025-08-18 15:00:00+00:00,230.53050231933594,230.68690490722656,230.47000122070312,230.64999389648438,544020
2025-08-18 15:05:00+00:00,230.6300048828125,231.21969604492188,230.61000061035156,231.13499450683594,511867
2025-08-18 15:10:00+00:00,231.15989685058594,231.1999969482422,230.8300018310547,230.8350067138672,244435
2025-08-18 15:15:00+00:00,230.83999633789062,231.13999938964844,230.7899932861328,231.13499450683594,277012
2025-08-18 15:20:00+00:00,231.1300048828125,231.22000122070312,230.86500549316406,230.9600067138672,145950
2025-08-18 15:25:00+00:00,230.9600067138672,231.0850067138672,230.7899932861328,230.86000061035156,211419
2025-08-18 15:30:00+00:00,230.86500549316406,230.89500427246094,230.60000610351562,230.8000030517578,358037
2025-08-18 15:35:00+00:00,230.8000030517578,230.97999572753906,230.69000244140625,230.76499938964844,319972
